"QNA_ACCOUNT","Account","QNA_INDICATOR","Indicator","QNA_BRANCH","Industry breakdown","QNA_PRICE","Price type and unit","QNA_ADJ","Adjustment","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","LY","Chain linked - Y to Y percentage change (reference year 2015)","Y","Working day and seasonally adjusted","A","Annual","2019","2019",1.5,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","LY","Chain linked - Y to Y percentage change (reference year 2015)","Y","Working day and seasonally adjusted","A","Annual","2020","2020",-1.1,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","LY","Chain linked - Y to Y percentage change (reference year 2015)","Y","Working day and seasonally adjusted","A","Annual","2021","2021",0,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","LY","Chain linked - Y to Y percentage change (reference year 2015)","Y","Working day and seasonally adjusted","A","Annual","2022","2022",1.4,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","LY","Chain linked - Y to Y percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q2","2019Q2",1.7,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","LY","Chain linked - Y to Y percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q2","2020Q2",-4,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","LY","Chain linked - Y to Y percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q3","2020Q3",-0.2,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","LY","Chain linked - Y to Y percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q2","2021Q2",2.3,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","LY","Chain linked - Y to Y percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q3","2021Q3",-0.8,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","LY","Chain linked - Y to Y percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q3","2022Q3",2.1,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","LY","Chain linked - Y to Y percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q1","2019Q1",2,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","LY","Chain linked - Y to Y percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q1","2020Q1",1.8,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","LY","Chain linked - Y to Y percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q1","2021Q1",-2.4,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","LY","Chain linked - Y to Y percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q1","2022Q1",2,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","LY","Chain linked - Y to Y percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q2","2022Q2",0.7,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","LY","Chain linked - Y to Y percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q3","2019Q3",1,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","LY","Chain linked - Y to Y percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q4","2019Q4",1.2,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","LY","Chain linked - Y to Y percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q4","2020Q4",-2,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","LY","Chain linked - Y to Y percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q4","2021Q4",1.2,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","LY","Chain linked - Y to Y percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q4","2022Q4",0.7,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","LY","Chain linked - Y to Y percentage change (reference year 2015)","N","Gross data","A","Annual","2019","2019",1.5,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","LY","Chain linked - Y to Y percentage change (reference year 2015)","N","Gross data","A","Annual","2020","2020",-1.1,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","LY","Chain linked - Y to Y percentage change (reference year 2015)","N","Gross data","A","Annual","2021","2021",0,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","LY","Chain linked - Y to Y percentage change (reference year 2015)","N","Gross data","A","Annual","2022","2022",1.4,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","LY","Chain linked - Y to Y percentage change (reference year 2015)","N","Gross data","Q","Quarterly","2019-Q2","2019Q2",1.9,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","LY","Chain linked - Y to Y percentage change (reference year 2015)","N","Gross data","Q","Quarterly","2020-Q2","2020Q2",-3.9,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","LY","Chain linked - Y to Y percentage change (reference year 2015)","N","Gross data","Q","Quarterly","2020-Q3","2020Q3",-0.3,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","LY","Chain linked - Y to Y percentage change (reference year 2015)","N","Gross data","Q","Quarterly","2021-Q2","2021Q2",2.2,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","LY","Chain linked - Y to Y percentage change (reference year 2015)","N","Gross data","Q","Quarterly","2021-Q3","2021Q3",-0.8,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","LY","Chain linked - Y to Y percentage change (reference year 2015)","N","Gross data","Q","Quarterly","2022-Q3","2022Q3",2.1,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","LY","Chain linked - Y to Y percentage change (reference year 2015)","N","Gross data","Q","Quarterly","2019-Q1","2019Q1",1.9,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","LY","Chain linked - Y to Y percentage change (reference year 2015)","N","Gross data","Q","Quarterly","2020-Q1","2020Q1",1.9,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","LY","Chain linked - Y to Y percentage change (reference year 2015)","N","Gross data","Q","Quarterly","2021-Q1","2021Q1",-2.4,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","LY","Chain linked - Y to Y percentage change (reference year 2015)","N","Gross data","Q","Quarterly","2022-Q1","2022Q1",1.9,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","LY","Chain linked - Y to Y percentage change (reference year 2015)","N","Gross data","Q","Quarterly","2022-Q2","2022Q2",0.7,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","LY","Chain linked - Y to Y percentage change (reference year 2015)","N","Gross data","Q","Quarterly","2019-Q3","2019Q3",0.9,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","LY","Chain linked - Y to Y percentage change (reference year 2015)","N","Gross data","Q","Quarterly","2019-Q4","2019Q4",1.2,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","LY","Chain linked - Y to Y percentage change (reference year 2015)","N","Gross data","Q","Quarterly","2020-Q4","2020Q4",-2.3,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","LY","Chain linked - Y to Y percentage change (reference year 2015)","N","Gross data","Q","Quarterly","2021-Q4","2021Q4",1.4,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","LY","Chain linked - Y to Y percentage change (reference year 2015)","N","Gross data","Q","Quarterly","2022-Q4","2022Q4",0.7,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","LQ","Chain linked - Q to Q percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q2","2019Q2",2,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","LQ","Chain linked - Q to Q percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q2","2020Q2",-3.9,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","LQ","Chain linked - Q to Q percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q3","2020Q3",3.4,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","LQ","Chain linked - Q to Q percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q2","2021Q2",0.8,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","LQ","Chain linked - Q to Q percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q3","2021Q3",0.2,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","LQ","Chain linked - Q to Q percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q3","2022Q3",1.6,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","LQ","Chain linked - Q to Q percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q1","2019Q1",-0.3,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","LQ","Chain linked - Q to Q percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q1","2020Q1",0.2,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","LQ","Chain linked - Q to Q percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q1","2021Q1",-0.2,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","LQ","Chain linked - Q to Q percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q1","2022Q1",0.5,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","LQ","Chain linked - Q to Q percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q2","2022Q2",-0.4,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","LQ","Chain linked - Q to Q percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q3","2019Q3",-0.6,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","LQ","Chain linked - Q to Q percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q4","2019Q4",0.2,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","LQ","Chain linked - Q to Q percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q4","2020Q4",-1.7,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","LQ","Chain linked - Q to Q percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q4","2021Q4",0.3,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","LQ","Chain linked - Q to Q percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q4","2022Q4",-1,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","CY","Contributions to the volume change - Y to Y","Y","Working day and seasonally adjusted","A","Annual","2019","2019",0.1,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","CY","Contributions to the volume change - Y to Y","Y","Working day and seasonally adjusted","A","Annual","2020","2020",-0.1,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","CY","Contributions to the volume change - Y to Y","Y","Working day and seasonally adjusted","A","Annual","2021","2021",0,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","CY","Contributions to the volume change - Y to Y","Y","Working day and seasonally adjusted","A","Annual","2022","2022",0.1,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","CY","Contributions to the volume change - Y to Y","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q2","2019Q2",0.1,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","CY","Contributions to the volume change - Y to Y","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q2","2020Q2",-0.2,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","CY","Contributions to the volume change - Y to Y","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q3","2020Q3",0,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","CY","Contributions to the volume change - Y to Y","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q2","2021Q2",0.1,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","CY","Contributions to the volume change - Y to Y","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q3","2021Q3",0,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","CY","Contributions to the volume change - Y to Y","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q3","2022Q3",0.1,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","CY","Contributions to the volume change - Y to Y","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q1","2019Q1",0.1,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","CY","Contributions to the volume change - Y to Y","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q1","2020Q1",0.1,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","CY","Contributions to the volume change - Y to Y","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q1","2021Q1",-0.1,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","CY","Contributions to the volume change - Y to Y","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q1","2022Q1",0.1,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","CY","Contributions to the volume change - Y to Y","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q2","2022Q2",0,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","CY","Contributions to the volume change - Y to Y","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q3","2019Q3",0.1,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","CY","Contributions to the volume change - Y to Y","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q4","2019Q4",0.1,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","CY","Contributions to the volume change - Y to Y","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q4","2020Q4",-0.1,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","CY","Contributions to the volume change - Y to Y","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q4","2021Q4",0.1,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","CY","Contributions to the volume change - Y to Y","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q4","2022Q4",0,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","CY","Contributions to the volume change - Y to Y","N","Gross data","A","Annual","2019","2019",0.1,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","CY","Contributions to the volume change - Y to Y","N","Gross data","A","Annual","2020","2020",-0.1,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","CY","Contributions to the volume change - Y to Y","N","Gross data","A","Annual","2021","2021",0,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","CY","Contributions to the volume change - Y to Y","N","Gross data","A","Annual","2022","2022",0.1,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","CY","Contributions to the volume change - Y to Y","N","Gross data","Q","Quarterly","2019-Q2","2019Q2",0.1,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","CY","Contributions to the volume change - Y to Y","N","Gross data","Q","Quarterly","2020-Q2","2020Q2",-0.2,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","CY","Contributions to the volume change - Y to Y","N","Gross data","Q","Quarterly","2020-Q3","2020Q3",0,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","CY","Contributions to the volume change - Y to Y","N","Gross data","Q","Quarterly","2021-Q2","2021Q2",0.1,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","CY","Contributions to the volume change - Y to Y","N","Gross data","Q","Quarterly","2021-Q3","2021Q3",0,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","CY","Contributions to the volume change - Y to Y","N","Gross data","Q","Quarterly","2022-Q3","2022Q3",0.1,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","CY","Contributions to the volume change - Y to Y","N","Gross data","Q","Quarterly","2019-Q1","2019Q1",0.1,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","CY","Contributions to the volume change - Y to Y","N","Gross data","Q","Quarterly","2020-Q1","2020Q1",0.1,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","CY","Contributions to the volume change - Y to Y","N","Gross data","Q","Quarterly","2021-Q1","2021Q1",-0.2,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","CY","Contributions to the volume change - Y to Y","N","Gross data","Q","Quarterly","2022-Q1","2022Q1",0.1,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","CY","Contributions to the volume change - Y to Y","N","Gross data","Q","Quarterly","2022-Q2","2022Q2",0,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","CY","Contributions to the volume change - Y to Y","N","Gross data","Q","Quarterly","2019-Q3","2019Q3",0.1,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","CY","Contributions to the volume change - Y to Y","N","Gross data","Q","Quarterly","2019-Q4","2019Q4",0.1,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","CY","Contributions to the volume change - Y to Y","N","Gross data","Q","Quarterly","2020-Q4","2020Q4",-0.1,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","CY","Contributions to the volume change - Y to Y","N","Gross data","Q","Quarterly","2021-Q4","2021Q4",0.1,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","CY","Contributions to the volume change - Y to Y","N","Gross data","Q","Quarterly","2022-Q4","2022Q4",0,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","CQ","Contributions to the volume change - Q to Q","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q2","2019Q2",0.1,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","CQ","Contributions to the volume change - Q to Q","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q2","2020Q2",-0.2,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","CQ","Contributions to the volume change - Q to Q","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q3","2020Q3",0.2,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","CQ","Contributions to the volume change - Q to Q","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q2","2021Q2",0,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","CQ","Contributions to the volume change - Q to Q","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q3","2021Q3",0,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","CQ","Contributions to the volume change - Q to Q","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q3","2022Q3",0.1,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","CQ","Contributions to the volume change - Q to Q","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q1","2019Q1",0,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","CQ","Contributions to the volume change - Q to Q","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q1","2020Q1",0,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","CQ","Contributions to the volume change - Q to Q","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q1","2021Q1",0,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","CQ","Contributions to the volume change - Q to Q","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q1","2022Q1",0,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","CQ","Contributions to the volume change - Q to Q","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q2","2022Q2",0,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","CQ","Contributions to the volume change - Q to Q","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q3","2019Q3",0,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","CQ","Contributions to the volume change - Q to Q","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q4","2019Q4",0,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","CQ","Contributions to the volume change - Q to Q","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q4","2020Q4",-0.1,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","CQ","Contributions to the volume change - Q to Q","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q4","2021Q4",0,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","CQ","Contributions to the volume change - Q to Q","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q4","2022Q4",-0.1,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","V","Current prices in millions of euro","Y","Working day and seasonally adjusted","A","Annual","2019","2019",38860.7,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","V","Current prices in millions of euro","Y","Working day and seasonally adjusted","A","Annual","2020","2020",39702.7,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","V","Current prices in millions of euro","Y","Working day and seasonally adjusted","A","Annual","2021","2021",41634.9,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","V","Current prices in millions of euro","Y","Working day and seasonally adjusted","A","Annual","2022","2022",43513.2,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","V","Current prices in millions of euro","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q2","2019Q2",9676,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","V","Current prices in millions of euro","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q2","2020Q2",9770,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","V","Current prices in millions of euro","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q3","2020Q3",9991,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","V","Current prices in millions of euro","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q2","2021Q2",10357,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","V","Current prices in millions of euro","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q3","2021Q3",10485,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","V","Current prices in millions of euro","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q3","2022Q3",10937,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","V","Current prices in millions of euro","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q1","2019Q1",9601,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","V","Current prices in millions of euro","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q1","2020Q1",9854,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","V","Current prices in millions of euro","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q1","2021Q1",10195,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","V","Current prices in millions of euro","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q1","2022Q1",10696,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","V","Current prices in millions of euro","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q2","2022Q2",10836,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","V","Current prices in millions of euro","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q3","2019Q3",9754,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","V","Current prices in millions of euro","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q4","2019Q4",9830,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","V","Current prices in millions of euro","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q4","2020Q4",10088,"P","Provisional"
