"QNA_ACCOUNT","Account","QNA_INDICATOR","Indicator","QNA_BRANCH","Industry breakdown","QNA_PRICE","Price type and unit","QNA_ADJ","Adjustment","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","CQ","Contributions to the volume change - Q to Q","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q2","2021Q2",-0.1,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","CQ","Contributions to the volume change - Q to Q","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q3","2021Q3",-0.1,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","CQ","Contributions to the volume change - Q to Q","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q3","2022Q3",0,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","CQ","Contributions to the volume change - Q to Q","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q1","2019Q1",0,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","CQ","Contributions to the volume change - Q to Q","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q1","2020Q1",-0.1,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","CQ","Contributions to the volume change - Q to Q","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q1","2021Q1",0,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","CQ","Contributions to the volume change - Q to Q","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q1","2022Q1",0,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","CQ","Contributions to the volume change - Q to Q","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q2","2022Q2",0,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","CQ","Contributions to the volume change - Q to Q","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q3","2019Q3",0,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","CQ","Contributions to the volume change - Q to Q","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q4","2019Q4",0.1,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","CQ","Contributions to the volume change - Q to Q","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q4","2020Q4",0,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","CQ","Contributions to the volume change - Q to Q","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q4","2021Q4",0,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","CQ","Contributions to the volume change - Q to Q","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q4","2022Q4",0.1,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q2","2019Q2",107.7,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q2","2020Q2",109.1,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q3","2020Q3",111.4,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q2","2021Q2",118.7,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q3","2021Q3",120.6,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q3","2022Q3",131,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q1","2019Q1",107.3,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q1","2020Q1",108.1,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q1","2021Q1",116.2,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q1","2022Q1",128.3,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q2","2022Q2",130.7,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q3","2019Q3",108.3,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q4","2019Q4",108.3,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q4","2020Q4",113,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q4","2021Q4",124.7,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q4","2022Q4",131.7,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VG_U","Services","LY","Chain linked - Y to Y percentage change (reference year 2015)","Y","Working day and seasonally adjusted","A","Annual","2019","2019",2,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VG_U","Services","LY","Chain linked - Y to Y percentage change (reference year 2015)","Y","Working day and seasonally adjusted","A","Annual","2020","2020",-5.5,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VG_U","Services","LY","Chain linked - Y to Y percentage change (reference year 2015)","Y","Working day and seasonally adjusted","A","Annual","2021","2021",7.3,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VG_U","Services","LY","Chain linked - Y to Y percentage change (reference year 2015)","Y","Working day and seasonally adjusted","A","Annual","2022","2022",4.3,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VG_U","Services","LY","Chain linked - Y to Y percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q2","2019Q2",2,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VG_U","Services","LY","Chain linked - Y to Y percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q2","2020Q2",-12.7,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VG_U","Services","LY","Chain linked - Y to Y percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q3","2020Q3",-3.6,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VG_U","Services","LY","Chain linked - Y to Y percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q2","2021Q2",14.9,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VG_U","Services","LY","Chain linked - Y to Y percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q3","2021Q3",7,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VG_U","Services","LY","Chain linked - Y to Y percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q3","2022Q3",2.6,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VG_U","Services","LY","Chain linked - Y to Y percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q1","2019Q1",2.2,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VG_U","Services","LY","Chain linked - Y to Y percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q1","2020Q1",-1.4,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VG_U","Services","LY","Chain linked - Y to Y percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q1","2021Q1",0.1,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VG_U","Services","LY","Chain linked - Y to Y percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q1","2022Q1",7.2,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VG_U","Services","LY","Chain linked - Y to Y percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q2","2022Q2",5.6,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VG_U","Services","LY","Chain linked - Y to Y percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q3","2019Q3",2.1,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VG_U","Services","LY","Chain linked - Y to Y percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q4","2019Q4",1.6,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VG_U","Services","LY","Chain linked - Y to Y percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q4","2020Q4",-4.3,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VG_U","Services","LY","Chain linked - Y to Y percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q4","2021Q4",7.9,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VG_U","Services","LY","Chain linked - Y to Y percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q4","2022Q4",2.1,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VG_U","Services","LY","Chain linked - Y to Y percentage change (reference year 2015)","N","Gross data","A","Annual","2019","2019",2,,
